"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"porzucic";0;0;0;0;0;0;0,00324468283061297;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"posag";0,000941642508034805;0;0;0;0;0;0;0;0;0;0,00513095378173878;0;0,00607982879616993;0;0;0;0;0;0
"poscig";0;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0;0;0;0;0;0;0,0128376581559035
"posiadac";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"posilek";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0,0121596575923399;0;0;0;0;0;0
"posilki";0;0;0;0;0;0;0;0;0;0,00585267035763171;0,00256547689086939;0;0,00607982879616993;0;0;0;0;0;0
"poslubic";0;0;0;0;0,00360880834827065;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"postac";0,00220637820622982;0,00185015198434927;0;0;0;0,00280853904000807;0,00249336166522195;0,00141971275704617;0;0,00137134891587207;0;0;0,00569829914814423;0;0;0;0;0,00549747803279113;0
"postanawiac";0,00154876321160536;0,00202923571275943;0;0,000791167334252158;0,00121663954511665;0,00369646673497557;0,00109388170889609;0,000622853009445385;0,00782125421860705;0,00180490481967855;0,00210977955800575;0;0;0;0;0,00653326724704646;0;0,004823681015881;0,00432796676128453
"postanowic";0,000588035718784452;0;0,00673265187337016;0,00240312863110178;0;0;0,00166130370901342;0;0;0;0;0;0;0;0;0,00396889024516093;0,00418882874741166;0;0
"poswiecic";0;0,0024076556808329;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"poszukiwanie";0;0;0;0;0;0,0073096643213284;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"poszukiwany";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0,0143080507200158;0
"pot";0,000654879362486721;0,00068643396483041;0,00656072462539834;0;0;0;0,000925074344212011;0,00105346919062141;0,0132285631222318;0,00712307245043248;0,00624469742764312;0;0;0,0134202814283511;0;0;0;0;0,0073201535063733
"potezny";0,000794882430496317;0,00166636583650377;0;0;0;0;0,00224568183161197;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"potrafic";0,00158976486099263;0,00333273167300754;0;0;0;0;0;0;0;0;0;0;0,00513225459690316;0;0;0;0,00566228592806949;0;0
"potrzebny";0,00158976486099263;0;0,00227523027676476;0;0;0,00168636722688941;0;0;0;0;0,00216563344262388;0;0;0;0;0;0;0;0
"potter";0,000509396248722059;0,00106788183201333;0,00291613884895948;0,00208175229969072;0,00480190863795327;0,00648419771066458;0,00143913345792805;0;0;0;0;0;0;0;0;0;0;0;0
"pottera";0,00158976486099263;0,00166636583650377;0,00455046055352953;0;0,00249769723715954;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potterow";0;0;0;0;0;0,00487310954755227;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"potwor";0;0;0;0,00769643067260818;0;0;0,00266030470801441;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"potworny";0,000941642508034805;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"powaznie";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powiedziec";0,00101879249744412;0,00213576366402666;0,0160387636692771;0,0124905137981443;0;0,0010806996184441;0,00143913345792805;0;0;0;0;0;0;0;0;0,00343812074316463;0;0;0
"powiesc";0;0;0;0;0;0;0;0;0;0,00713830222734854;0;0;0;0;0;0,00775161697719233;0;0;0
"powietrze";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0143080507200158;0
"powinien";0,00188328501606961;0;0;0,00384821533630409;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powod";0,000588035718784452;0;0,00168316296834254;0,00240312863110178;0;0;0,00332260741802683;0;0;0;0;0;0,00379672377333888;0;0;0,00396889024516093;0;0;0
"powodowac";0,000941642508034805;0,00197402891973494;0;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powoli";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0,00775161697719233;0;0;0
"powolny";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0,0259834201075487;0;0;0;0
"powrocic";0,000588035718784452;0;0,00168316296834254;0;0;0,00249507128690537;0;0,00189188283586169;0;0;0;0;0,00379672377333888;0;0;0;0,00418882874741166;0;0
"powrot";0,00228713404243552;0,00159822462861568;0;0,00467342129480321;0;0,00485222436009575;0;0,0012263964869184;0;0;0,00103853806551182;0;0,0024611929497746;0;0;0,00257279835799826;0;0;0,00426087949407618
"powrotny";0,00158976486099263;0;0,00227523027676476;0;0,00249769723715954;0;0;0;0;0;0;0;0,00513225459690316;0;0;0;0;0;0
"powstrzymac";0,00158976486099263;0;0;0,00974535049180745;0;0,00168636722688941;0;0;0;0;0;0;0;0;0;0,00536498213232359;0;0;0
"pozbawic";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"pozegnac";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"poznac";0,00136209294098743;0;0;0,00278323615398298;0;0,00288972155822389;0;0,00438225123676046;0;0;0;0,0326440579416309;0;0;0;0;0;0;0
"poznawac";0,000588035718784452;0,00369821722621741;0,00168316296834254;0;0,00184773890302492;0;0;0,00189188283586169;0;0;0;0;0;0;0;0;0;0;0,0065729842400096
"pozno";0,00210986036580688;0,000982898462153342;0,00201305165806406;0,00287412577769839;0;0,000994696193131927;0,000662302710012417;0;0,00947092875317756;0,000728532981013658;0,00191608385179893;0;0,00151361875050783;0;0;0;0,00166993705975423;0;0,00262041507004913
"pozny";0;0,00481531136166581;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozostaly";0,00397441215248159;0,00166636583650377;0;0;0;0,00168636722688941;0;0;0;0,00988100005909268;0;0;0;0;0;0;0;0;0
"pozostawac";0,000794882430496317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00536498213232359;0,00566228592806949;0;0,00888508898594303
"pozostawiac";0;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"pozwalac";0;0,0012327390754058;0;0,00240312863110178;0;0,00124753564345269;0;0;0;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0;0,00732583706045123;0
"pozwolic";0,000794882430496317;0;0;0;0,00499539447431908;0;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0,00990276437640346;0
"pozyczyc";0,00229697843949334;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"praca";0,00114848921974667;0;0;0;0,0072176166965413;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pracownica";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"pracownik";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawda";0;0,00166636583650377;0;0;0;0;0;0,00255736918480499;0;0,00494050002954634;0,00433126688524776;0;0;0;0;0;0;0;0
"prawdopodobnie";0,000941642508034805;0;0;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0,0213037201017794;0;0;0;0
"prawdziwy";0,000441275641245964;0,00185015198434927;0;0,00541009037620051;0,00277317225209686;0,00093617968000269;0,00124668083261097;0;0;0;0;0,0211513137871794;0;0;0;0;0;0;0,00493251981598255
"prawic";0;0;0;0;0;0,00243655477377613;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"prawo";0;0;0,00194939212404476;0,00556647230796596;0;0;0;0;0;0,00211648287753431;0,00556647230796596;0;0;0;0;0;0,00485138392583431;0;0
"prawy";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"predkosc";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"prefekt";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"premiera";0;0,0024076556808329;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prezent";0;0;0,00336632593668508;0;0;0,00124753564345269;0,00498391112704025;0;0;0;0,00160208575406785;0;0,00379672377333888;0;0;0,00396889024516093;0;0;0
"privet";0,000681046470493714;0,00285544761831909;0,00389878424808952;0;0;0,00144486077911195;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"proba";0,00158976486099263;0,00166636583650377;0;0;0;0,00168636722688941;0;0;0;0;0;0;0;0,0325786596151244;0;0;0;0;0
"problem";0,00282492752410442;0;0,00269530871733039;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"probowac";0,00140657357720459;0,000982898462153342;0,00134203443870937;0,000958041925899464;0,00220988337574143;0,00198939238626385;0,00198690813003725;0,00226267922430863;0;0,000728532981013658;0,000638694617266309;0;0,00151361875050783;0;0,00530372010177943;0;0;0;0
"profesor";0,00419307907779845;0,00239733694292351;0,00109109565992032;0;0,00359334170667091;0,00161740812003192;0,00969233027773372;0,0024527929738368;0;0;0,00519269032755912;0,0182712290169707;0;0;0;0;0;0;0
"promien";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"promienic";0,00114848921974667;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"proponowac";0,000509396248722059;0,00106788183201333;0;0;0,00160063621265109;0;0,00143913345792805;0;0;0,00316609360744172;0,00693917433230241;0;0;0;0;0,00343812074316463;0;0;0
"prosba";0,000794882430496317;0;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0;0;0;0;0;0;0;0,00566228592806949;0;0
"prosic";0,00529530769495157;0,00462537996087319;0;0,0018033634587335;0,00554634450419371;0,00093617968000269;0;0;0;0;0;0;0,00569829914814423;0;0;0,00297834728745486;0;0,00549747803279113;0
"prosto";0;0;0;0,00469353686913813;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"prosty";0,00114848921974667;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"prowadzacy";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"prowadzic";0,00132382692373789;0,000925075992174637;0,00252616905555382;0,0018033634587335;0,00277317225209686;0,00093617968000269;0,00124668083261097;0;0;0,00137134891587207;0;0;0;0;0;0;0;0;0
"przebrac";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"przebrany";0;0;0;0;0;0;0,00324468283061297;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"przebywac";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0,0117311234040636;0
"przechadzac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"przechodzic";0;0;0;0;0;0;0;0,00255736918480499;0;0,00494050002954634;0;0;0,00513225459690316;0,0325786596151244;0;0;0;0;0
"przeciwienstwo";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0,0117311234040636;0
"przeciwko";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"przedmiot";0;0,00142772380915954;0,00389878424808952;0,00278323615398298;0,00213999935395136;0;0;0;0;0;0,00185549076932199;0;0;0;0;0;0;0;0
"przedni";0;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"przedostatni";0;0,00481531136166581;0;0;0;0;0;0;0;0;0;0;0;0,0470714132383128;0;0;0;0;0
"przedstawiac";0,000509396248722059;0,00213576366402666;0;0;0;0,00216139923688819;0,00143913345792805;0,00163887666824344;0;0,00158304680372086;0,00138783486646048;0;0;0;0;0;0;0;0
"przedstawic";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedtem";0,00238464729148895;0;0;0;0;0;0,00224568183161197;0;0;0;0,00216563344262388;0;0,00513225459690316;0;0;0;0;0;0
"przedzial";0,000941642508034805;0;0;0;0,00295885001413603;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"przegrac";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"przegrywac";0;0;0;0;0;0,00243655477377613;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"przegryzac";0;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0;0;0;0;0,00818117761572692;0;0
"przejac";0;0;0,00269530871733039;0;0;0;0;0;0;0,00292633517881586;0;0;0;0,0385936958365569;0;0;0;0;0
"przejscie";0,00203758499488823;0;0,00437420827343921;0,00416350459938145;0;0,00216139923688819;0;0;0;0,00633218721488344;0,00416350459938145;0;0,00328897851914608;0;0;0;0;0;0
"przekazac";0;0;0;0;0;0,0073096643213284;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"przekazywac";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeklety";0;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"przekonac";0;0,00197402891973494;0;0;0;0;0;0,00605907852724102;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"przekonany";0,00188328501606961;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"przekonywac";0;0;0;0;0,00249769723715954;0,00674546890755765;0;0;0;0;0,00216563344262388;0;0;0;0;0;0,011324571856139;0;0
"przemian";0;0;0;0;0;0;0,00192407534321301;0;0;0;0;0;0;0;0;0,00459665732352321;0,00485138392583431;0,00848457893637103;0,00761264592314713
"przemiana";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023254850931577;0;0;0
"przemieniac";0,000941642508034805;0,00197402891973494;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"przemienic";0;0;0;0;0;0,00168636722688941;0,00449136366322395;0;0;0;0;0;0,00513225459690316;0;0;0,0107299642646472;0;0;0
"przeniesc";0,000681046470493714;0;0,00194939212404476;0;0,00213999935395136;0,00288972155822389;0;0;0;0;0;0;0;0,0279130350515395;0;0;0;0;0
"przeniesienie";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenosic";0;0;0;0;0;0,00168636722688941;0,00224568183161197;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0
"przepowiedni";0;0;0;0;0;0,0073096643213284;0;0,00739005122512761;0;0;0;0;0;0;0;0;0;0;0
"przepowiednia";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"przepraszac";0,000794882430496317;0;0;0;0;0;0;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0,00566228592806949;0;0
"przeprosic";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"przeprowadzac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"przeprowadzic";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"przerazenie";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerazony";0,000762378014145172;0,000799112314307838;0;0;0;0,000808704060015959;0,00215385117282972;0;0,0154000358857325;0,00118461814505634;0,00103853806551182;0;0;0;0;0,00257279835799826;0;0,004748909744499;0
"przesluchanie";0;0,00197402891973494;0;0;0;0;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"przestawac";0;0;0;0;0;0,00399544638067881;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0,0105255534099701
"przeszkadzac";0;0;0;0,00384821533630409;0;0,00199772319033941;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"przeszkoda";0,000941642508034805;0;0,00269530871733039;0;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszlosc";0;0,00285544761831909;0,00194939212404476;0;0,00213999935395136;0,00144486077911195;0;0;0;0;0;0;0;0;0,0154079953484498;0;0;0;0
"przezyc";0;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"przezywac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"przybierac";0;0,00197402891973494;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"przybrac";0;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0,0117311234040636;0,0210511068199402
"przybyc";0,000509396248722059;0;0;0;0;0,0010806996184441;0;0;0;0,00158304680372086;0,00138783486646048;0;0;0;0,0115245807310879;0,00343812074316463;0;0;0,0056939628118023
"przybycie";0,000794882430496317;0,00333273167300754;0;0;0;0;0;0;0;0,00494050002954634;0;0;0,00513225459690316;0;0;0;0;0;0
"przybyly";0;0;0;0;0;0,00144486077911195;0,00192407534321301;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0,00485138392583431;0;0
"przybywac";0,000882551282491928;0,00277522797652391;0;0;0;0,00093617968000269;0;0,00425913827113852;0,0178275359063369;0,00137134891587207;0,00120224230582234;0;0;0;0;0;0;0;0,00493251981598255
"przychodzic";0;0,00106788183201333;0,00145806942447974;0,00208175229969072;0,00320127242530218;0;0,00143913345792805;0,00327775333648687;0;0;0;0;0;0;0;0;0,00362864632590927;0;0
"przydzial";0;0;0,00269530871733039;0,00384821533630409;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0;0;0,0182394863885098;0;0;0;0;0;0
"przygotowanie";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjac";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"przyjaciel";0,000844150786720463;0,00202245762985955;0,000690358133269366;0;0,00075785981741126;0,00102336659515399;0,00170348110806727;0,000387982841678119;0;0,000749531687549598;0,000328551943964419;0,0115605734859345;0,00311449240032025;0;0,00272829534268054;0,00162786118298361;0;0,00300473055361292;0,00134797200725323
"przyjaznic";0;0;0;0;0;0,0073096643213284;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"przyjechac";0;0;0;0;0;0;0;0;0;0;0;0;0,0148307192394684;0;0;0,00775161697719233;0;0;0
"przyjecie";0;0,00142772380915954;0;0,00278323615398298;0,00855999741580543;0;0;0;0;0;0,00185549076932199;0;0;0;0;0,00459665732352321;0;0;0
"przyjmowac";0,000681046470493714;0;0;0;0,00213999935395136;0,00288972155822389;0;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0;0;0
"przyjsc";0,000681046470493714;0;0,00584817637213428;0,00556647230796596;0,00213999935395136;0,00144486077911195;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyleciec";0;0;0,00328737602575262;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0,0148307192394684;0;0;0;0;0;0
"przyniesc";0,00158976486099263;0;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"przynosic";0,000681046470493714;0;0,00389878424808952;0;0,00213999935395136;0;0;0;0;0,00423296575506862;0;0;0,00439725894647539;0;0;0;0;0;0
"przypadac";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"przypadek";0;0;0,00336632593668508;0,00240312863110178;0;0;0;0;0,0237566430388918;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0,00837765749482332;0;0
"przyplyw";0,000941642508034805;0;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"przypominac";0,00238464729148895;0;0;0;0,00249769723715954;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"przypomniec";0,000941642508034805;0;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0,00635552509002966;0;0;0
"przysiega";0;0;0;0;0,00749309171147862;0,00168636722688941;0;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0
"przytomnosc";0,000794882430496317;0;0,00227523027676476;0;0;0;0,00449136366322395;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"przywiazany";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"przywodca";0;0;0;0;0;0,00199772319033941;0;0;0;0,00585267035763171;0;0;0;0;0;0;0,00670772043506909;0;0
"przywolywac";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywrocic";0,000794882430496317;0;0;0;0;0,00168636722688941;0;0;0;0,00247025001477317;0;0;0,00513225459690316;0;0;0;0;0;0
"przyznawac";0;0;0;0,00240312863110178;0;0;0,00166130370901342;0,00189188283586169;0;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0;0;0,0065729842400096
"puchar";0,00470428575027561;0,0012327390754058;0,00673265187337016;0,00240312863110178;0,00184773890302492;0;0;0,00189188283586169;0;0;0;0;0;0;0;0;0;0;0
"puchonami";0;0;0;0,00469353686913813;0;0;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"pulapka";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"punkt";0,000681046470493714;0;0,00779756849617904;0,00278323615398298;0;0,00144486077911195;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"puscic";0;0;0;0;0;0;0;0;0;0,0107074533410228;0;0;0,00741535961973421;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0127110501800593;0;0,0117311234040636;0,0105255534099701
"pyta";0,00220637820622982;0,00185015198434927;0;0;0,00277317225209686;0;0,00124668083261097;0,00141971275704617;0;0,00137134891587207;0,00240448461164467;0;0;0;0;0;0;0;0,00493251981598255
"pytanie";0;0,00197402891973494;0,00539061743466079;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"quidditcha";0,00101879249744412;0;0,00145806942447974;0,00624525689907217;0,00800318106325545;0,0010806996184441;0,00143913345792805;0,00491663000473031;0;0;0;0;0;0;0;0;0;0;0
"quidditchu";0,00282492752410442;0;0;0;0;0;0,00266030470801441;0,00908861779086153;0;0;0;0;0;0;0;0;0;0;0
"rad";0,00918791375797337;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"rada";0;0;0;0;0;0;0;0,00369502561256381;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"radosc";0,000941642508034805;0;0;0;0;0;0,00266030470801441;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"rama";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ramie";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"rana";0;0;0;0;0;0;0;0,00302953926362051;0;0;0,00256547689086939;0;0;0;0;0;0;0;0,0105255534099701
"ranka";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"ranny";0;0;0,00194939212404476;0;0;0,00144486077911195;0;0,00219112561838023;0;0,00423296575506862;0,00371098153864397;0;0;0;0;0;0;0;0
"rano";0;0;0;0;0;0;0;0,00369502561256381;0;0;0,00625804915885084;0;0;0;0;0;0;0;0
"rany";0,00340523235246857;0;0;0;0;0;0;0;0;0,00211648287753431;0;0;0;0;0;0;0,00970276785166863;0,00848457893637103;0,00761264592314713
"raptownie";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"ratowac";0;0,00428317142747863;0;0;0;0;0,00192407534321301;0,00219112561838023;0;0;0,00185549076932199;0;0;0;0;0;0;0;0,0152252918462943
"ravenclawu";0;0,00481531136166581;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raz";0,000967977007253347;0,00162338857020754;0,0011082748892763;0;0;0,00287502968275878;0,00109388170889609;0,00186855902833615;0;0,00060163493989285;0,00105488977900288;0;0,00249994427078764;0,00793460572902164;0;0,00130665344940929;0,00413718737004403;0,0072355215238215;0
"reka";0,0026683230495081;0;0,00327328697976095;0,00155780709826774;0;0,000808704060015959;0,00323077675924457;0;0;0,00118461814505634;0;0;0,00492238589954919;0;0,00862402009601019;0;0;0;0,00852175898815236
"remus";0;0,0138182024381446;0;0;0;0;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"reszta";0,00101879249744412;0;0;0;0,00160063621265109;0,0010806996184441;0,00287826691585611;0;0;0,00158304680372086;0;0;0;0;0;0;0,00362864632590927;0;0,0056939628118023
"rezerwat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0,0143080507200158;0
"riddlea";0,000941642508034805;0;0;0,0230892920178245;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddleow";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rita";0,00847478257231325;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"robic";0,00114356702121776;0;0,00109109565992032;0,00155780709826774;0,0011977805688903;0,00161740812003192;0;0,0012263964869184;0;0,00473847258022538;0;0;0;0;0;0,00257279835799826;0;0;0,00426087949407618
"roboty";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"rod";0;0;0,00328737602575262;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"rodzaj";0;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0,0128376581559035
"rodzenstwo";0;0;0;0;0;0;0;0;0;0,00988100005909268;0,0259876013114865;0;0,0102645091938063;0;0;0;0;0;0,00888508898594303
"rodzic";0,000509396248722059;0,00320364549603999;0,00145806942447974;0;0,00160063621265109;0,00324209885533229;0,00287826691585611;0;0;0;0;0,0244164845997624;0;0;0;0;0;0;0
