"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"nakazywac";0,0047692945829779;0;0;0;0;0;0;0;0;0,00247025001477317;0,00433126688524776;0;0;0;0;0,00536498213232359;0;0;0
"nalezec";0;0;0,00455046055352953;0;0;0;0;0;0;0,00494050002954634;0,00433126688524776;0;0;0;0;0;0;0,00990276437640346;0
"namawiac";0,00158976486099263;0;0;0;0,00249769723715954;0;0;0;0;0,00247025001477317;0;0;0;0;0;0;0,00566228592806949;0;0
"namiot";0,00564985504820883;0,00592208675920481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0234622468081271;0
"namowa";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"namowic";0,000794882430496317;0,00166636583650377;0;0;0;0,00337273445377882;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0;0
"napasc";0,00158976486099263;0,00166636583650377;0;0,00974535049180745;0;0;0;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"napis";0;0;0,00269530871733039;0,00384821533630409;0;0,00399544638067881;0;0;0;0;0;0;0;0;0;0;0;0;0
"napisac";0,00158976486099263;0;0;0;0,00249769723715954;0;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0,00990276437640346;0
"napotykac";0,000941642508034805;0;0;0;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"naprawde";0,000588035718784452;0,00369821722621741;0;0,00240312863110178;0;0,00124753564345269;0;0;0,0237566430388918;0;0;0;0,00759344754667776;0;0;0;0;0;0
"narnia";0;0;0;0;0;0;0;0;0;0,00356915111367427;0,00312902457942542;0;0;0;0;0;0;0;0
"narnie";0;0;0;0;0;0;0;0;0;0,00877900553644757;0;0;0;0,0771873916731139;0,0213037201017794;0;0;0;0
"narnii";0;0;0;0;0;0;0;0;0,0411592168967423;0,0237457020558129;0,0249810275962887;0,0976659383990496;0,00657795703829215;0,0626335909298253;0,0460983229243514;0;0;0;0
"narnijczycy";0;0;0;0;0;0;0;0;0;0,00713830222734854;0,00312902457942542;0;0;0;0;0;0;0;0
"narodzenie";0;0;0,00227523027676476;0;0,00749309171147862;0;0,00224568183161197;0,00511473836960998;0;0;0;0;0;0;0;0;0;0;0
"nasmiewac";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"nastepnie";0,00264765384747578;0,00185015198434927;0;0;0,00138658612604843;0,00187235936000538;0,00249336166522195;0;0;0,00274269783174414;0,00721345383493402;0;0,00284914957407211;0;0;0;0;0;0
"nastepny";0,00223054001359629;0,00175351199734534;0,00239421830406768;0,00113944493469117;0,000876106549784765;0,00118303960210996;0,000787708186619669;0,000897037422987814;0;0;0,000759629956460779;0;0,0036004378758278;0;0;0;0;0;0,00311658456445173
"nastepowac";0,00229697843949334;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"nastepujacy";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"nasz";0;0;0;0,00769643067260818;0,00295885001413603;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"natomiast";0;0,00285544761831909;0;0;0,00427999870790272;0,00722430389555973;0;0,00219112561838023;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"natrafiac";0;0;0;0;0,00360880834827065;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"natychmiast";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"natykac";0;0;0;0;0,00591770002827206;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"nauczyc";0,000794882430496317;0;0;0,00324845016393582;0;0;0,00224568183161197;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"nauczyciel";0,00101879249744412;0;0,00437420827343921;0,00624525689907217;0,00800318106325545;0;0,00575653383171221;0,00327775333648687;0;0,00791523401860429;0;0;0;0;0;0;0;0;0
"nauczycielka";0;0;0;0;0;0;0,00266030470801441;0,00302953926362051;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"nauka";0,000794882430496317;0;0,00227523027676476;0;0,00249769723715954;0,00168636722688941;0;0;0;0;0;0;0;0;0;0;0;0;0
"nawiazanie";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0,0470714132383128;0;0;0;0;0
"nazwac";0,000509396248722059;0;0,00291613884895948;0,00208175229969072;0;0;0,00143913345792805;0,00327775333648687;0;0;0,00138783486646048;0;0,00328897851914608;0;0;0;0;0;0
"nazwisko";0,00470821254017403;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"nazywac";0,000588035718784452;0;0,00336632593668508;0;0;0,00124753564345269;0,00332260741802683;0;0;0,00365486815982951;0;0;0;0;0;0;0;0;0,0065729842400096
"neville";0,000681046470493714;0,00142772380915954;0,00194939212404476;0;0;0;0,00384815068642602;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"nevillea";0,000941642508034805;0,00592208675920481;0;0;0;0;0;0,00605907852724102;0;0;0;0;0;0;0;0;0;0;0
"nevilleem";0;0;0,00328737602575262;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"nic";0,00188328501606961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0,0234622468081271;0
"niebezpieczenstwo";0;0;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0,00670772043506909;0;0,0105255534099701
"niebezpieczny";0,00136209294098743;0;0;0;0;0;0,00192407534321301;0;0;0;0;0;0,00439725894647539;0;0;0,00919331464704641;0;0,00848457893637103;0
"niechcacy";0;0;0,00269530871733039;0,00384821533630409;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niechetnie";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niechybny";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0,00741535961973421;0;0;0;0;0;0
"niecierpliwosc";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"niedlugo";0;0,00481531136166581;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"niedziela";0,000941642508034805;0;0,00269530871733039;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niemily";0;0,0024076556808329;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"niemowle";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nienawidziec";0;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"niepokoic";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"niepokojacy";0;0;0;0;0;0,00243655477377613;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"niepotrzebnie";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"nieprzytomny";0;0;0,00269530871733039;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"niestety";0;0,0012327390754058;0,00504948890502762;0;0;0,00124753564345269;0;0;0;0,00365486815982951;0,00160208575406785;0;0,00759344754667776;0;0;0;0;0;0
"nieszczesliwy";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"nieustannie";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niewidka";0;0,00666546334601508;0;0;0,00249769723715954;0,00168636722688941;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0;0
"niewidzialnosc";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"niewidzialny";0;0;0,00269530871733039;0;0;0;0,00266030470801441;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"niewiele";0;0;0,00328737602575262;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"niewinny";0;0;0;0;0;0;0,00324468283061297;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"niewybaczalny";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"niezgodny";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0,00818117761572692;0;0
"nieznany";0;0;0;0;0,00295885001413603;0;0;0;0;0,00292633517881586;0;0;0,00607982879616993;0;0;0;0;0;0
"niezwykle";0,00188328501606961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0134154408701382;0;0,0105255534099701
"niezwykly";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"nigdy";0;0,0012327390754058;0;0;0;0,00374260693035805;0;0;0;0,00182743407991476;0,0032041715081357;0,0281858476732615;0,00379672377333888;0;0;0;0;0;0
"nikt";0,000982319043730081;0,00068643396483041;0,000937246375056906;0,00669074724390335;0;0;0,00277522303263603;0,00210693838124283;0;0,00203516355726642;0,000892099632520446;0;0;0;0;0,00221002247865447;0,00233249223817688;0;0
"nimfadora";0;0,00197402891973494;0;0;0,00295885001413603;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"niszczyc";0;0,00333273167300754;0;0;0;0;0;0,00255736918480499;0;0,00247025001477317;0;0;0;0;0,0179834201075487;0;0;0;0
"noc";0,00353020512996771;0;0,00631542263888454;0;0;0;0,00374004249783292;0;0;0,00548539566348829;0,00480896922328935;0;0;0;0,00998342010754868;0;0,00314339424041205;0,0109949560655823;0
"nocny";0,00188328501606961;0,00197402891973494;0;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"noga";0,00152818874616618;0;0,00145806942447974;0,00208175229969072;0,00160063621265109;0,0010806996184441;0;0;0;0;0;0;0,00328897851914608;0;0;0;0;0;0,0056939628118023
"nokturn";0;0;0;0,00469353686913813;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nora";0,00272418588197486;0,00571089523663817;0;0,00556647230796596;0,00427999870790272;0;0;0;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"normalny";0;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0,00635552509002966;0,00670772043506909;0;0
"nosic";0,000794882430496317;0,00333273167300754;0,00227523027676476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00888508898594303
"notatka";0;0;0;0,00469353686913813;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nowy";0,000762378014145172;0,000799112314307838;0;0;0,00239556113778061;0;0,00107692558641486;0,0024527929738368;0;0,00473847258022538;0,00207707613102365;0;0;0;0;0;0,00814611470026151;0,004748909744499;0
"noz";0;0,00197402891973494;0;0;0;0;0;0;0;0;0,00256547689086939;0;0,00607982879616993;0;0;0;0;0;0
"numer";0;0;0,00328737602575262;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"oba";0,0103580675883829;0;0;0;0;0,00199772319033941;0;0;0,0380423573246061;0;0;0;0;0;0;0;0;0;0
"obawa";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"obciac";0;0;0;0;0;0;0,00324468283061297;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"obcy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0,025675316311807
"obecnie";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0,00741535961973421;0;0;0;0;0;0
"obecnosc";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0,0155032339543847;0;0;0
"obecny";0,00282492752410442;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"obiecywac";0,000794882430496317;0;0;0;0;0;0,00673704549483592;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0
"oboj";0,000794882430496317;0;0;0;0;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0;0;0;0,0107299642646472;0;0;0
"obowiazek";0,00229697843949334;0;0;0;0,0072176166965413;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"oboz";0;0;0;0;0;0;0;0;0;0,00585267035763171;0,012827384454347;0;0,00607982879616993;0;0;0;0;0;0
"obraz";0,00188328501606961;0;0;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0,00670772043506909;0;0
"obrazac";0;0;0;0;0;0;0,00648936566122595;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"obrona";0,000762378014145172;0,000799112314307838;0,00218219131984063;0,00311561419653547;0,00239556113778061;0,000808704060015959;0,00215385117282972;0,0073583789215104;0;0;0,00103853806551182;0;0;0;0;0;0;0;0
"obronca";0;0;0;0;0,00360880834827065;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"obrot";0;0;0;0;0;0;0,00648936566122595;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"obserwowac";0;0;0;0;0;0,00243655477377613;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"obudzic";0;0;0,00227523027676476;0;0;0,00505910168066823;0;0;0;0,00741075004431951;0;0;0,00513225459690316;0;0;0;0;0;0
"obydwa";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"oczekiwac";0,00176410715635335;0;0,00168316296834254;0;0,00184773890302492;0,00124753564345269;0;0;0;0;0;0;0;0;0;0,00396889024516093;0;0,00732583706045123;0
"odbierac";0,000941642508034805;0;0;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"odbijac";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"odbyc";0,00204313941148114;0;0;0;0,00213999935395136;0,00288972155822389;0,00384815068642602;0,00438225123676046;0;0;0;0;0;0;0;0;0;0;0
"odbywac";0;0,00246547815081161;0;0;0,00184773890302492;0;0,00166130370901342;0,00756753134344678;0;0,00548230223974427;0,00160208575406785;0;0;0;0;0;0;0;0
"odchodzic";0,00158976486099263;0,00333273167300754;0;0;0;0;0;0,00255736918480499;0;0;0;0;0;0;0;0,00536498213232359;0;0;0
"odczarowywac";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0,0259834201075487;0;0;0;0
"odczytywac";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"oddac";0;0,0012327390754058;0,00168316296834254;0;0;0,00124753564345269;0,00332260741802683;0;0;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0;0;0
"oddalac";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"oddawac";0,000588035718784452;0;0;0,00240312863110178;0,00184773890302492;0;0,00332260741802683;0;0;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0;0;0
"oddech";0;0;0;0;0;0;0;0;0;0,00356915111367427;0,00312902457942542;0;0;0;0;0;0;0;0
"oddzial";0;0;0;0;0;0;0;0;0;0,00713830222734854;0,00312902457942542;0;0;0;0;0;0;0;0
"odejscie";0,00114848921974667;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"odjezdzac";0;0;0,00328737602575262;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"odkryc";0;0;0,00269530871733039;0,00384821533630409;0;0;0;0;0;0;0;0;0,0121596575923399;0;0;0;0;0;0
"odkrywac";0,000509396248722059;0,00106788183201333;0;0;0;0,0010806996184441;0;0;0;0;0,00277566973292097;0;0;0;0;0,00343812074316463;0,00362864632590927;0;0,0056939628118023
"odlatywac";0;0,00394805783946987;0;0;0,00295885001413603;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"odmawiac";0;0;0;0,00324845016393582;0,00249769723715954;0;0;0;0;0;0;0;0;0;0;0,00536498213232359;0;0;0,00888508898594303
"odnajdowac";0;0;0;0;0;0;0,00266030470801441;0;0;0,00292633517881586;0;0;0;0;0,0213037201017794;0;0;0;0
"odnalezc";0,0011760714375689;0;0,00168316296834254;0;0;0,00124753564345269;0;0;0;0,00182743407991476;0;0;0,00759344754667776;0;0,0266074402035589;0;0;0;0
"odpisywac";0,00114848921974667;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"odpowiadac";0;0,00142772380915954;0;0,00278323615398298;0,00641999806185408;0,00288972155822389;0;0;0;0;0,00185549076932199;0;0;0;0;0;0;0;0
"odpowiedni";0,00229697843949334;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"odpowiedz";0,00408627882296228;0,00142772380915954;0;0;0;0;0,00192407534321301;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0;0;0
"odpowiedzialnosc";0;0,00197402891973494;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"odprowadzac";0,000681046470493714;0,00142772380915954;0;0;0;0,00144486077911195;0;0,00219112561838023;0;0;0,00185549076932199;0;0;0;0;0;0;0;0
"odprowadzic";0,00114848921974667;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"odrabiac";0;0;0;0,00384821533630409;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"odradzac";0,000794882430496317;0;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0;0,00216563344262388;0;0;0;0;0;0;0;0
"odrobic";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"odrywac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"odwieczny";0;0,0024076556808329;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"odwiedzac";0,000882551282491928;0,000925075992174637;0;0,00541009037620051;0,00415975837814529;0,00187235936000538;0,0049867233304439;0,00283942551409234;0;0;0,00120224230582234;0;0;0;0;0;0;0;0
"odwiedzic";0,00136209294098743;0;0;0;0;0,00288972155822389;0,00384815068642602;0,00219112561838023;0;0;0,00185549076932199;0;0;0;0;0;0;0;0
"odwrocic";0,00188328501606961;0;0,00269530871733039;0;0;0,00399544638067881;0;0;0;0;0;0;0;0;0;0;0;0;0
"odzyskac";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0,0550496188719252;0;0;0;0;0;0;0
"odzyskiwac";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"oferowac";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ofiara";0,00158976486099263;0;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0;0,00433126688524776;0;0;0;0;0;0;0;0
"ogien";0,00459395687898668;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"ogladac";0;0,00394805783946987;0,00269530871733039;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"ogloszenie";0,00344546765924001;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"ogroda";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ogromny";0,00188328501606961;0;0,00269530871733039;0;0;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"ojciec";0,00229207776870352;0,00205930189449123;0,000937246375056906;0;0,00102888824284025;0,00833607878670268;0,00462537172106006;0,00316040757186424;0;0;0;0;0,00211415392364434;0;0;0,00221002247865447;0;0;0,00366007675318665
"okazac";0;0;0,00779756849617904;0,00556647230796596;0;0;0;0;0,027514277407946;0;0;0;0,0175890357859016;0;0;0,00459665732352321;0;0;0
"okazja";0;0,00592208675920481;0;0,00384821533630409;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"okazowac";0,00290393102176004;0,00365262428296697;0,00332482466782891;0,00316466933700863;0,00182495931767498;0,00451790378719237;0,00218776341779218;0,00186855902833615;0,0156425084372141;0,00300817469946425;0,00158233466850432;0;0;0;0;0,00261330689881858;0,00551624982672537;0;0
"oklumencji";0;0;0;0;0,00360880834827065;0;0;0,018475128062819;0;0;0;0;0;0;0;0;0;0;0
"okno";0;0,00481531136166581;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"oko";0,00158976486099263;0;0;0,00324845016393582;0;0,00168636722688941;0;0;0;0;0;0;0;0;0;0;0;0;0,0177701779718861
"okolicznosc";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"okolo";0,000941642508034805;0;0,00269530871733039;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"okrutny";0;0;0;0;0,00360880834827065;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"olbrzym";0,0011760714375689;0;0;0;0,00184773890302492;0;0;0,00378376567172339;0;0,00182743407991476;0,0032041715081357;0;0;0;0,0133037201017794;0;0;0;0
"olbrzymi";0,000941642508034805;0;0,00269530871733039;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"ollivanderem";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"opieka";0,00229697843949334;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"opiekowac";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"opiekun";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"opiekunka";0;0;0;0;0;0,00243655477377613;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"opisac";0;0;0;0;0;0,00243655477377613;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"opisywac";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0470714132383128;0;0,00775161697719233;0;0;0
"opowiadac";0,000836452505098608;0,00116900799823023;0;0,00113944493469117;0,000876106549784765;0,00059151980105498;0,00157541637323934;0,000897037422987814;0;0,00346591602112654;0,00379814978230389;0,0133643372001066;0;0;0;0;0;0;0,00311658456445173
"opowiedziec";0,000941642508034805;0;0;0;0,00295885001413603;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"opowiesc";0;0;0;0;0;0,00243655477377613;0;0;0;0,0142766044546971;0;0;0;0;0;0;0;0;0
"oprocz";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"opublikowac";0,00114848921974667;0;0;0;0;0;0;0,00739005122512761;0;0;0;0;0;0;0;0;0;0;0
"opuscic";0,000941642508034805;0;0;0;0;0;0;0;0;0,00585267035763171;0;0;0;0;0;0,00635552509002966;0;0;0
"opuszczac";0,00101879249744412;0,00106788183201333;0;0;0,00320127242530218;0;0;0;0;0,00158304680372086;0,00138783486646048;0;0;0;0;0;0,00725729265181855;0,0063461347638149;0
"opuszczenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0,00818117761572692;0;0
"organizowac";0;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"osaczyc";0;0,0024076556808329;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"oskarzac";0,00229697843949334;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"osoba";0,00176510256498386;0,000925075992174637;0,00252616905555382;0,0018033634587335;0,00138658612604843;0;0;0;0;0;0,00120224230582234;0;0,00284914957407211;0;0,00998342010754868;0;0;0;0
"ostatecznie";0,0011760714375689;0,0012327390754058;0;0;0;0,00124753564345269;0,00166130370901342;0;0;0;0,00160208575406785;0;0,00379672377333888;0;0;0;0;0;0
"ostatni";0,00152475602829034;0,00559378620015486;0,00436438263968127;0;0,0011977805688903;0;0,00323077675924457;0,0036791894607552;0;0,00473847258022538;0;0;0;0;0,00862402009601019;0,00514559671599653;0;0;0
"ostry";0;0;0;0;0,00360880834827065;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"ostrzec";0,00114848921974667;0;0;0;0;0;0;0;0,0463989644777655;0;0;0;0;0;0;0;0;0;0
"ostrzegac";0,000941642508034805;0;0;0;0;0;0;0,00908861779086153;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"oswiadczac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0143080507200158;0
"oszalamiac";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"oszczedzic";0;0;0;0;0;0;0;0,00369502561256381;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"oszolomic";0,00344546765924001;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"otoczyc";0;0;0,00328737602575262;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"otrzymac";0;0;0;0,00384821533630409;0;0;0,00266030470801441;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"otrzymywac";0,00459395687898668;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"otucha";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"otwarcie";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"otwierac";0,00715394187446686;0,00333273167300754;0,00227523027676476;0;0;0;0;0;0;0;0,00216563344262388;0;0;0;0;0;0;0;0
"otworzyc";0,00282492752410442;0;0;0,0153928613452164;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"oznaczac";0;0;0;0;0,00249769723715954;0;0,00224568183161197;0;0;0,00247025001477317;0,00433126688524776;0;0;0;0;0;0;0;0
"oznajmiac";0,00152818874616618;0;0,00145806942447974;0;0,00320127242530218;0;0,00431740037378416;0;0;0;0;0;0;0;0;0,00343812074316463;0;0,0126922695276298;0,0113879256236046
"padac";0,00229697843949334;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0;0;0;0;0;0;0
"pajak";0,00188328501606961;0;0;0,00384821533630409;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pakowac";0,000941642508034805;0,00394805783946987;0;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"pamiatka";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
