"";"Boguslawa_Andrzejewska_1_Theta_Healing";"Boguslawa_Andrzejewska_2_Badz_zwyciezca_8_krokow_do_sukcesu";"Boguslawa_Andrzejewska_3_Czy_istnieje_prawda";"Boguslawa_Andrzejewska_4_O_pozytywnym_mysleniu";"gwiezdna_wedrowka_czy_leci_z_nami_polak_wydanie_drugie_poprawione";"gwiezdna_wedrowka_lot_von_brauna";"gwiezdna_wedrowka_lot_von_brauna_cz_iii";"gwiezdna_wedrowka_lot_von_brauna_ii";"Jaszczuk_Jakub-Stern_1_Foresta-Umbra_RuLit_Me";"Jaszczuk_Jakub-Stern_2_Plan-Sary_RuLit_Me";"Jaszczuk_Jakub-Stern_3_Marionetki_RuLit_Me";"Jaszczuk_Jakub-Stern_4_Akuszer-smierci_RuLit_Me";"Wiedzmin_1_Ostatnie-zyczenie";"Wiedzmin_2_Miecz-przeznaczenia";"Wiedzmin_3_Krew-elfow";"Wiedzmin_4_Czas-pogardy";"Wiedzmin_5_chszest-ognia";"Wiedzmin_6_Wieza-jaskolki";"Wiedzmin_7_pani-jeziora";"wiedzmin_8_Sezon-burz"
"baran";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"barani";0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0
"baraszkowac";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"barbarzynski";0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"barczysty";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"bard";0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;0;0;0;1;4
"bardo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"bark";0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0
"barka";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
"barlog";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"baron";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;0
"barwa";0;0;1;1;0;0;0;0;1;0;0;0;0;2;1;0;0;1;0;0
"barwny";0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0
"barwy";0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;1;1
"barykada";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"bas";0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
"basen";1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"bat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
"bateria";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"batyst";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"bawelna";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bawelniany";0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
"bawiac";0;0;0;0;0;0;0;0;2;0;1;1;1;0;1;2;0;0;0;0
"bawic";0;0;2;1;3;1;0;0;1;3;5;3;1;1;3;1;1;0;0;0
"baza";0;0;0;0;0;1;2;8;0;0;0;0;0;0;0;1;0;0;0;0
"bazar";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1
"bazia";0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"bazowac";1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bazyliszek";0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0
"beben";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"beczec";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0
"beczka";0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;3
"bedac";0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;3;2;0;1;0
"bedaca";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"bedace";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bedacego";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bedacy";0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"bedlka";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"bedzie";0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"bedziecie";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
"bedziemy";1;2;4;7;2;4;2;2;1;0;0;2;4;4;0;0;4;1;1;0
"bekart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"belka";0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0
"belleteyn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
"beret";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3
"berlina";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"bestia";1;0;0;0;0;0;0;0;0;0;1;0;8;0;0;3;0;0;1;0
"bez";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"bezbledny";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0
"bezbozny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"bezbronny";0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;2
"bezcelowosc";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bezcenny";0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"bezceremonialny";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
"bezczelny";0;0;0;0;1;0;0;1;2;0;2;1;0;0;0;1;0;1;1;2
"bezdenny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"bezdroze";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"beze";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"bezglosny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"bezgraniczny";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"bezinteresowny";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bezlitosny";0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0
"bezmyslny";0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"beznadziejny";0;0;0;0;4;4;1;0;0;1;1;0;2;0;0;1;0;0;0;1
"beznamietny";0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0
"bezowy";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"bezpieczenstwo";1;0;6;0;4;0;1;2;0;0;0;0;0;1;0;1;0;0;0;0
"bezpieczniej";1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"bezpieczniejszy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"bezpieczny";1;1;0;0;2;7;4;3;0;2;0;1;2;1;5;4;5;6;1;4
"bezplodny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"bezposredni";1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;3;0;0;0
"bezradny";0;0;0;0;3;1;3;3;1;1;0;0;0;0;0;0;0;0;0;0
"bezruch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"bezsensowny";0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;3;0
"bezsila";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"bezsilny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"bezszelestny";0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;0;0;0;1
"beztroski";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bezustanny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"bezwarunkowy";2;1;7;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bezwladny";0;0;0;0;0;1;3;0;0;0;0;0;0;1;2;2;0;0;0;0
"bezwzgledny";2;0;1;1;0;1;1;1;0;1;0;0;0;0;0;3;0;0;0;0
"bezzasadny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"biada";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"biala";1;0;1;0;0;0;0;0;2;0;7;3;3;4;1;1;0;1;2;0
"biale";1;1;2;0;0;1;0;0;0;0;0;1;1;3;3;2;1;0;1;0
"bialowlosy";0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;9;0;0;1;0
"bialy";1;2;3;0;0;0;0;1;4;1;2;0;2;6;7;3;3;4;2;0
"bibelot";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"biblioteczka";0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
"biblioteczny";0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"biblioteka";0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0
"bibulka";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"bic";0;0;0;0;0;0;1;0;0;3;1;1;2;1;3;0;2;3;0;2
"bicie";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
"bicz";0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
"bie";2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"biec";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"bieda";9;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"biedak";0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"biedaka";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"biedny";1;0;3;0;1;0;1;3;0;0;0;0;0;1;1;0;0;0;1;0
"biedronka";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"biegac";3;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
"biegiem";0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"biegl";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"biegla";0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0
"biegly";0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"biegnac";0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;0;1;1;0
"biegun";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"biel";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"bielic";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
"bielizna";0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0
"bierny";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"biezacy";2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"biodro";0;0;1;0;0;0;0;0;0;0;0;0;1;4;2;1;1;1;0;0
"biologiczny";1;1;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
"biolozko";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"biolozku";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"biorac";0;1;1;0;1;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0
"bitwa";3;0;0;0;3;0;0;0;0;0;0;0;0;0;8;0;0;1;4;0
"biurko";0;1;0;1;0;2;0;0;3;5;12;7;0;0;0;5;1;0;0;0
"biust";1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2
"biwak";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"biznes";1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"biznesowy";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bizuteria";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0
"blacha";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
"blad";0;1;2;1;2;2;1;2;0;0;2;0;0;2;0;1;1;1;5;0
"blade";0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0
"bladnac";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"blady";0;0;0;0;0;1;2;0;0;0;3;0;2;6;1;2;2;0;1;0
"blagac";1;0;0;0;0;1;2;1;1;1;2;0;0;0;0;0;0;0;0;0
"blagalny";0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
"blask";3;1;1;0;0;0;0;0;0;0;1;0;3;0;5;0;3;2;1;0
"blaszany";0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0
"blat";0;0;0;0;0;0;0;0;2;0;1;3;2;1;1;2;0;1;0;1
"blednac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"bledny";0;3;0;0;1;1;0;0;0;0;0;0;2;3;2;0;0;1;0;0
"blekit";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"blekitny";0;2;4;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0
"bleobherisem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0
"bliski";2;0;0;3;2;3;0;1;0;1;2;5;4;3;7;2;4;5;3;5
"bliskosc";4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"blizej";3;0;1;1;0;2;0;0;0;1;0;0;3;5;5;2;0;3;2;0
"blizna";3;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;7;3;0
"blizni";0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0
"blizszy";1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"blogoslawienstwo";0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"blok";0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0
"blokada";0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0
"blokowac";0;0;0;1;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0;0
"blond";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"blondyn";1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"blondynka";1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"blotnisty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"bloto";0;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
"bluszcz";0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1;0;0
"bluzka";0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0
"blysk";0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0
"blyskac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
"blyskawica";0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0
"blyskawiczny";0;2;0;0;0;0;1;3;0;0;0;0;3;1;1;0;1;0;0;0
"blysnac";0;0;0;0;0;0;0;1;0;1;0;0;2;1;3;0;0;4;1;0
"blyszczec";2;1;0;0;1;0;2;0;0;0;0;0;1;4;3;1;0;2;1;0
"boazeria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0
"bob";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"boczny";0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0
"bodaj";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"bog";7;4;7;2;2;0;0;0;3;3;3;4;1;4;6;1;0;1;1;0
"bogactwo";9;3;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3
"bogatszy";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bogaty";3;0;6;1;0;0;0;0;0;1;0;0;3;1;0;1;2;1;0;2
"bogini";0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0
"boginka";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"boguslawa";1;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bohater";1;4;1;0;6;1;0;0;1;0;1;0;1;0;5;1;0;0;2;0
"bohaterka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"bohaterski";0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
"bohaterstwo";0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"boi";1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"boimy";1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"boisz";0;0;0;2;0;0;0;0;2;0;1;0;1;0;0;0;0;0;2;0
"boj";1;0;0;0;0;0;0;0;0;0;0;0;1;4;4;1;0;1;2;3
"boja";1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"bojac";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"boje";2;0;0;2;3;1;1;0;1;0;2;0;1;0;5;0;0;2;2;0
"bojka";0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
"bojowy";0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0;1
"bok";0;2;0;0;2;2;2;4;1;1;7;1;9;9;0;3;1;3;2;4
"bokiem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"boks";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"bokserski";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"bolec";3;0;0;0;3;0;0;5;1;0;0;1;0;1;7;1;1;0;1;0
"bolesny";0;1;0;1;1;0;2;2;1;0;0;0;0;3;4;0;0;1;1;0
"bom";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
"bomba";0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bonhart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;0
"bonharta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0
"bor";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1
"bordowy";0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0
"boski";3;1;1;3;0;0;0;0;4;1;0;2;0;1;0;0;0;0;0;0
"boskosc";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bostwo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"bosy";4;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;3;1
"boze";0;0;0;0;3;0;0;0;2;1;2;6;0;0;0;0;0;0;0;0
"bozy";0;0;0;0;0;0;0;0;1;0;1;0;0;1;3;0;0;0;0;0
"braa";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1
"bracia";0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"braciom";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"bractwo";1;1;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"brak";4;8;12;7;6;1;1;8;1;0;1;0;0;3;1;2;0;0;0;6
"brakowac";0;0;4;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"brakowalo";0;0;0;0;2;1;1;2;2;1;1;0;2;0;1;0;2;0;0;0
"brakuje";0;1;3;0;1;0;0;2;0;1;0;0;2;0;0;0;0;1;0;0
"brama";0;0;0;0;0;0;0;0;1;1;2;3;8;0;2;1;0;0;0;0
"branie";1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bransoleta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1
"brat";0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;3;0;0;0
"brata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1
"bratem";0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1
"braun";0;0;0;0;0;13;18;16;0;0;0;0;0;0;0;0;0;0;0;0
"brawo";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;2;0
"brawurowy";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"brazowy";0;1;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0
"brednia";0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;0;0;0;0
"bredzic";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
"brenik";0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
"brian";0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"brie";0;0;0;0;0;0;0;0;0;2;12;7;0;0;0;0;0;0;0;0
"broda";1;0;1;0;0;0;0;0;1;0;0;8;1;3;2;2;0;2;0;0
"brodacz";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
"brodaty";0;0;0;0;0;0;0;0;0;0;0;4;0;3;1;0;0;0;0;1
"brodka";0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0
"brokilon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
"brokilonie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0
"brokula";0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bron";0;0;0;0;0;0;2;0;0;0;1;1;2;1;0;2;2;1;0;0
"bronic";3;2;1;0;4;2;0;1;3;0;0;0;3;7;2;3;3;2;4;8
"browar";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"brrr";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"brud";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0
"brudny";1;1;1;0;0;1;0;0;0;0;1;2;5;0;0;1;0;2;0;0
"brugge";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;0;0;0
"bruk";0;0;0;0;0;0;0;0;1;4;0;3;0;0;0;0;0;0;0;0
"brunatny";0;1;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0
"brutalny";1;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;1;0
"brwi";0;0;0;0;1;5;0;2;1;0;0;0;1;3;0;0;1;3;2;2
"bryg";0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"brylantowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"bryza";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"brzask";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
"brzeczec";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0
"brzeg";8;0;1;0;0;0;0;0;2;2;1;4;1;4;1;4;5;5;4;5
"brzek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
"brzemienna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"brzeszczot";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;0;0;1
"brzmiacy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"brzmiec";1;2;0;1;1;2;2;0;0;0;0;0;0;1;1;0;2;0;1;0
"brzoza";0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"brzozowy";0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0
"brzuch";0;0;1;0;0;0;0;1;0;0;1;3;0;0;2;1;6;0;0;2
"brzucho";0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;2;0;1;3
"brzydki";0;0;1;0;0;1;1;0;1;0;0;0;1;1;3;0;0;0;2;1
"brzydota";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"brzytwa";0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1
"buchac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
"buchnac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"buda";0;0;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;1;0;1
"budda";17;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"buddyjski";2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"buddyzm";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"budowa";1;0;3;7;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;0
"budowac";4;3;3;5;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
"budowla";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"budynek";0;0;0;0;0;0;0;1;1;2;2;4;1;0;0;1;0;0;0;3
"budzac";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0
"bujac";0;0;0;0;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0
"bujda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1
"bujny";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
"buk";0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0
"bukiet";0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
"bunt";1;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2
"buntowac";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"buntownik";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
"burknac";0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;0;1;1;0;0
"bursztyn";0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"burta";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0
"bury";0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;3
"burza";2;0;0;0;2;0;2;0;1;1;0;1;0;0;0;1;3;2;0;4
"burzyc";2;0;0;1;0;0;0;0;0;1;3;0;0;0;2;0;0;0;0;0
"but";0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1
"buta";1;0;0;0;2;0;0;0;2;0;4;3;1;3;2;1;3;1;2;0
